mode,label,HR,HRV,HRnorm,nav,trees,nbAOI2
0,0,76.90929938217386,-0.027288530196762806,3.135983923754622,14.784619743716377,0.2819089493823616,12.527216900090842
0,1,78.13275958733836,-0.045528147356646835,4.830941398333288,23.839270053095426,0.5548402723376914,11.650010430904741
1,0,77.0802240955831,-0.026732565626088667,3.3069086371638323,4.932512333244602,0.35650864298655915,18.607292730867186
1,1,78.0474380068069,-0.04407396817215386,4.745619817801834,3.4196302774743588,0.41760040565004175,21.01402630299673
